query_id,query,url,organic_rank,domain_rating,page_authority,word_count,has_schema,num_lists_tables,has_faq,query_url_similarity,passage_match_score,content_freshness_days,num_entities_matched,readability_score,is_https,domain_citation_rate,is_forum,is_video,content_type,cited
q0001,best home espresso machine 2026,https://example0001.com/page-12,10,63.0,57.6,2152,0,1,1,0.305,0.37,873,2,35.9,1,0.31,0,0,informational,0
q0001,best home espresso machine 2026,https://example0001.com/page-13,6,71.3,77.3,281,0,6,0,0.389,0.261,741,7,63.5,1,0.328,0,0,commercial,0
q0001,best home espresso machine 2026,https://example0001.com/page-14,17,38.1,35.8,953,1,1,0,0.341,0.441,892,4,56.1,1,0.265,0,0,informational,0
q0001,best home espresso machine 2026,https://example0001.com/page-15,10,35.2,36.8,592,1,1,1,0.519,0.682,800,7,60.5,1,0.218,0,1,commercial,0
q0001,best home espresso machine 2026,https://example0001.com/page-16,13,61.5,70.3,1062,1,3,1,0.513,0.568,824,6,60.6,1,0.35,0,0,informational,0
q0001,best home espresso machine 2026,https://example0001.com/page-17,13,56.3,66.9,1731,1,5,1,0.795,0.752,811,11,64.1,1,0.22,0,0,informational,0
q0001,best home espresso machine 2026,https://example0001.com/page-18,19,63.8,63.2,1391,0,4,0,0.648,0.717,854,12,71.3,1,0.377,0,0,transactional,0
q0001,best home espresso machine 2026,https://example0001.com/page-19,10,71.7,82.5,1458,0,2,1,0.463,0.416,796,7,48.5,1,0.467,1,0,informational,0
q0001,best home espresso machine 2026,https://example0001.com/page-20,5,64.0,64.8,1495,1,1,1,0.609,0.749,807,12,47.4,1,0.228,0,0,informational,0
q0001,best home espresso machine 2026,https://example0001.com/page-21,17,68.0,61.3,1635,0,4,0,0.475,0.2,847,7,47.1,1,0.251,1,0,commercial,0
q0001,best home espresso machine 2026,https://example0001.com/page-22,16,52.2,47.4,694,0,1,0,0.371,0.321,957,6,60.1,1,0.366,0,0,commercial,0
q0001,best home espresso machine 2026,https://example0001.com/page-23,21,58.6,46.8,1788,0,5,0,0.463,0.165,924,9,72.7,1,0.269,0,0,informational,0
q0001,best home espresso machine 2026,https://example0001.com/page-24,11,57.5,50.4,2070,1,2,1,0.687,0.462,764,7,57.7,1,0.392,0,1,informational,1
q0002,dual boiler vs heat exchanger,https://example0002.com/page-0,14,74.2,72.4,1405,0,2,1,0.418,0.523,57,5,62.5,0,0.438,0,0,commercial,0
q0002,dual boiler vs heat exchanger,https://example0002.com/page-1,13,55.4,42.7,1411,0,5,0,0.696,0.492,53,8,71.1,1,0.243,0,0,commercial,0
q0002,dual boiler vs heat exchanger,https://example0002.com/page-2,11,72.9,65.6,264,0,0,1,0.719,0.599,55,9,41.5,1,0.37,0,0,informational,0
q0002,dual boiler vs heat exchanger,https://example0002.com/page-3,3,60.4,62.3,1185,1,3,0,0.699,0.895,48,13,55.8,1,0.213,0,0,informational,0
q0002,dual boiler vs heat exchanger,https://example0002.com/page-4,3,65.2,75.8,1513,1,4,1,0.728,0.854,50,11,49.0,1,0.347,0,0,informational,1
q0002,dual boiler vs heat exchanger,https://example0002.com/page-5,18,41.7,64.2,1004,0,2,0,0.619,0.842,58,9,47.0,1,0.217,0,1,informational,1
q0002,dual boiler vs heat exchanger,https://example0002.com/page-6,7,73.8,69.2,2555,0,2,0,0.778,0.737,48,9,64.4,1,0.285,0,0,transactional,0
q0002,dual boiler vs heat exchanger,https://example0002.com/page-7,14,70.5,82.0,1284,0,2,1,0.526,0.353,59,11,33.0,1,0.313,0,0,transactional,0
q0002,dual boiler vs heat exchanger,https://example0002.com/page-8,9,66.1,68.0,2468,1,3,1,0.697,0.661,49,3,70.6,1,0.3,0,1,informational,0
q0002,dual boiler vs heat exchanger,https://example0002.com/page-9,11,66.0,64.8,1763,1,2,1,0.705,0.72,48,5,72.8,1,0.293,0,0,commercial,0
q0002,dual boiler vs heat exchanger,https://example0002.com/page-10,12,49.2,52.6,1617,1,3,0,0.438,0.449,52,8,58.6,1,0.388,0,0,informational,0
q0003,what is a verkehrswert,https://example0003.com/page-0,20,53.9,71.7,559,0,4,0,0.37,0.719,425,11,57.7,1,0.449,0,1,transactional,0
q0003,what is a verkehrswert,https://example0003.com/page-1,21,57.4,65.4,487,1,1,0,0.053,0.28,431,2,65.9,1,0.287,0,0,informational,0
q0003,what is a verkehrswert,https://example0003.com/page-2,12,65.4,73.2,806,1,2,0,0.457,0.411,347,9,76.8,1,0.455,0,0,commercial,0
q0003,what is a verkehrswert,https://example0003.com/page-3,13,70.6,70.9,578,1,3,0,0.728,0.639,353,13,64.6,1,0.361,0,0,informational,1
q0003,what is a verkehrswert,https://example0003.com/page-4,5,67.5,65.7,1884,1,2,0,0.614,0.565,311,3,78.9,1,0.397,0,0,transactional,0
q0003,what is a verkehrswert,https://example0003.com/page-5,15,74.0,72.3,1926,0,1,0,0.422,0.498,443,6,27.7,1,0.288,0,0,informational,0
q0003,what is a verkehrswert,https://example0003.com/page-6,4,50.9,54.0,1748,0,11,0,0.492,0.477,325,9,83.4,1,0.185,0,0,informational,1
q0003,what is a verkehrswert,https://example0003.com/page-7,8,70.1,81.3,150,1,0,0,0.648,0.588,403,8,63.2,1,0.367,0,1,commercial,1
q0003,what is a verkehrswert,https://example0003.com/page-8,14,76.0,77.4,1413,1,3,0,0.515,0.735,379,7,73.4,1,0.433,0,0,informational,0
q0003,what is a verkehrswert,https://example0003.com/page-9,10,54.8,47.5,1552,1,3,0,0.635,0.617,350,6,47.9,1,0.272,0,1,commercial,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-0,16,71.0,73.4,265,0,3,1,0.639,0.673,294,8,56.5,1,0.285,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-1,2,54.1,62.2,1493,0,3,0,0.609,0.564,277,8,88.0,1,0.171,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-2,2,98.7,85.4,1301,1,1,1,0.466,0.567,277,7,65.3,1,0.36,0,0,informational,1
q0004,immobilienbewertung kostenlos,https://example0004.com/page-3,17,48.5,48.4,470,1,1,0,0.511,0.582,323,8,36.0,1,0.098,0,0,informational,1
q0004,immobilienbewertung kostenlos,https://example0004.com/page-4,9,68.3,70.5,1977,1,3,1,0.7,0.596,267,8,51.4,0,0.382,0,0,commercial,1
q0004,immobilienbewertung kostenlos,https://example0004.com/page-5,20,30.1,27.7,945,1,0,1,0.369,0.343,358,3,34.4,1,0.315,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-6,8,85.9,71.1,1015,1,3,0,0.632,0.789,275,4,62.9,1,0.508,0,0,transactional,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-7,22,60.6,58.0,917,1,0,0,0.347,0.406,351,4,54.4,1,0.162,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-8,13,70.7,68.1,2341,0,3,1,0.804,0.595,268,16,57.7,1,0.391,0,1,informational,1
q0004,immobilienbewertung kostenlos,https://example0004.com/page-9,14,45.0,43.8,1925,1,3,0,0.443,0.542,293,11,85.2,1,0.344,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-10,5,75.8,71.3,1758,1,3,0,0.633,0.47,243,9,72.2,1,0.317,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-11,5,44.6,41.0,1864,0,2,0,0.514,0.726,306,5,68.6,0,0.236,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-12,9,91.0,90.7,1143,0,7,0,0.811,0.965,242,9,54.5,1,0.253,0,0,transactional,1
q0004,immobilienbewertung kostenlos,https://example0004.com/page-13,12,79.7,83.2,1781,0,3,0,0.482,0.526,257,8,52.4,1,0.39,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-14,17,56.6,54.1,1523,0,1,0,0.323,0.347,317,9,59.3,1,0.191,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-15,11,27.1,23.8,1174,0,3,1,0.248,0.216,313,6,61.3,1,0.174,1,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-16,16,47.5,48.3,1784,0,2,0,0.533,0.635,301,6,38.1,1,0.115,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-17,15,69.6,54.2,1099,1,0,0,0.42,0.364,292,6,59.0,1,0.372,0,0,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-18,21,69.9,73.7,1738,1,2,1,0.433,0.468,317,8,59.0,1,0.412,0,1,informational,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-19,5,82.0,82.0,2064,0,3,0,0.725,0.856,262,9,61.3,1,0.315,1,0,commercial,0
q0004,immobilienbewertung kostenlos,https://example0004.com/page-20,14,35.7,36.1,150,0,2,1,0.396,0.312,319,4,48.9,1,0.102,0,0,informational,0
q0005,how does group kfold work,https://example0005.com/page-0,15,41.8,38.2,2031,0,4,0,0.422,0.36,278,8,62.1,1,0.243,0,0,informational,0
q0005,how does group kfold work,https://example0005.com/page-1,1,61.8,69.6,1296,1,2,0,0.671,0.684,248,10,76.6,1,0.344,0,0,informational,0
q0005,how does group kfold work,https://example0005.com/page-2,1,81.1,83.3,2287,1,6,0,0.818,0.967,229,9,51.1,1,0.302,0,0,informational,0
q0005,how does group kfold work,https://example0005.com/page-3,1,75.4,69.8,1593,1,9,1,0.807,0.716,190,12,76.8,1,0.355,1,0,transactional,0
q0005,how does group kfold work,https://example0005.com/page-4,25,27.7,20.8,1900,1,1,0,0.384,0.107,329,9,59.7,1,0.0,0,0,commercial,0
q0005,how does group kfold work,https://example0005.com/page-5,14,62.1,48.9,2730,1,1,0,0.532,0.244,302,6,67.4,1,0.315,0,0,commercial,0
q0005,how does group kfold work,https://example0005.com/page-6,18,62.7,65.1,1222,0,1,0,0.287,0.098,321,7,67.1,1,0.362,0,0,transactional,0
q0005,how does group kfold work,https://example0005.com/page-7,17,60.4,57.6,244,0,4,0,0.638,0.441,275,3,52.7,1,0.269,0,0,informational,0
q0005,how does group kfold work,https://example0005.com/page-8,28,23.3,4.3,912,1,1,0,0.471,0.448,330,6,36.3,1,0.289,0,0,transactional,0
q0005,how does group kfold work,https://example0005.com/page-9,13,62.2,57.9,2135,1,2,1,0.771,0.593,304,9,51.9,1,0.228,0,0,informational,0
q0005,how does group kfold work,https://example0005.com/page-10,9,47.4,40.2,2033,1,7,1,0.583,0.478,251,5,74.0,1,0.257,0,0,commercial,0
q0005,how does group kfold work,https://example0005.com/page-11,24,56.3,68.9,1519,1,5,0,0.389,0.273,308,10,51.3,1,0.272,0,0,informational,0
q0005,how does group kfold work,https://example0005.com/page-12,6,50.8,37.2,2175,0,3,0,0.648,0.582,273,12,52.8,1,0.245,0,0,informational,0
q0005,how does group kfold work,https://example0005.com/page-13,22,36.2,24.7,1607,1,1,1,0.513,0.711,317,3,35.1,1,0.186,0,0,transactional,0
q0005,how does group kfold work,https://example0005.com/page-14,1,70.2,79.1,2617,1,4,0,0.667,0.767,219,13,87.5,1,0.339,0,0,informational,1
q0005,how does group kfold work,https://example0005.com/page-15,16,52.2,63.0,1962,1,1,0,0.419,0.421,301,8,68.4,1,0.326,0,0,transactional,0
q0005,how does group kfold work,https://example0005.com/page-16,13,49.0,43.1,2378,0,3,1,0.562,0.493,292,5,68.7,1,0.356,1,0,informational,0
q0005,how does group kfold work,https://example0005.com/page-17,6,71.7,66.6,1857,0,4,1,0.496,0.431,261,4,74.0,1,0.337,0,1,commercial,0
q0006,pr auc vs roc auc,https://example0006.com/page-0,17,53.5,66.1,1348,1,3,1,0.402,0.577,142,5,77.4,1,0.162,0,0,informational,0
q0006,pr auc vs roc auc,https://example0006.com/page-1,13,62.3,76.9,1261,1,1,0,0.304,0.129,150,4,65.7,1,0.297,0,0,informational,0
q0006,pr auc vs roc auc,https://example0006.com/page-2,6,71.5,63.4,1441,0,1,0,0.876,0.989,109,11,68.3,1,0.36,0,0,informational,0
q0006,pr auc vs roc auc,https://example0006.com/page-3,8,49.1,56.4,1688,1,4,0,0.733,0.689,123,9,70.9,1,0.188,0,0,informational,0
q0006,pr auc vs roc auc,https://example0006.com/page-4,18,62.5,56.8,1639,1,7,0,0.491,0.113,136,7,51.1,1,0.302,0,0,informational,0
q0006,pr auc vs roc auc,https://example0006.com/page-5,16,55.9,57.7,1106,1,0,1,0.524,0.205,126,4,59.4,1,0.146,0,0,informational,0
q0006,pr auc vs roc auc,https://example0006.com/page-6,15,86.3,76.2,1546,1,1,0,0.568,0.415,122,5,52.1,1,0.508,0,0,transactional,1
q0006,pr auc vs roc auc,https://example0006.com/page-7,11,57.3,52.2,1112,0,1,0,0.532,0.611,134,9,44.6,1,0.225,0,0,informational,0
q0006,pr auc vs roc auc,https://example0006.com/page-8,1,39.5,34.1,3060,0,6,1,0.809,0.826,117,7,67.0,1,0.371,0,0,informational,1
q0006,pr auc vs roc auc,https://example0006.com/page-9,6,62.5,69.7,1443,0,3,1,0.566,0.594,132,9,62.2,1,0.297,0,0,informational,0
q0006,pr auc vs roc auc,https://example0006.com/page-10,21,77.4,83.8,2331,0,2,1,0.55,0.843,140,6,66.7,1,0.442,0,0,transactional,1
q0007,shap values explained,https://example0007.com/page-0,15,60.3,74.3,1651,1,4,0,0.332,0.28,529,1,59.2,1,0.287,0,0,commercial,0
q0007,shap values explained,https://example0007.com/page-1,14,61.0,67.2,2050,1,3,1,0.676,0.791,419,10,42.7,1,0.113,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-2,11,74.9,70.5,2911,1,3,0,0.694,0.947,442,12,48.9,1,0.367,0,0,informational,1
q0007,shap values explained,https://example0007.com/page-3,14,83.2,93.6,1222,0,0,0,0.679,0.796,494,10,77.5,1,0.308,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-4,30,43.4,37.5,1253,1,1,0,0.513,0.293,600,6,47.1,1,0.262,0,0,commercial,0
q0007,shap values explained,https://example0007.com/page-5,15,64.6,72.7,1790,1,3,0,0.57,0.535,523,6,52.2,1,0.206,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-6,13,29.5,18.6,1579,0,1,1,0.638,0.677,504,8,59.6,1,0.17,0,1,transactional,0
q0007,shap values explained,https://example0007.com/page-7,11,68.6,77.2,1441,0,4,0,0.658,0.685,456,8,51.3,1,0.302,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-8,8,57.5,54.2,635,0,3,0,0.472,0.553,513,7,46.4,1,0.304,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-9,17,37.6,29.4,948,1,3,1,0.349,0.211,613,4,55.3,1,0.21,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-10,1,93.6,91.9,1357,1,8,0,0.797,0.807,372,17,57.7,1,0.404,1,0,commercial,1
q0007,shap values explained,https://example0007.com/page-11,10,67.1,69.4,750,1,7,0,0.672,0.735,441,7,55.9,1,0.196,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-12,7,67.8,63.8,1283,1,3,1,0.435,0.559,450,2,55.0,1,0.203,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-13,15,52.1,56.6,834,0,2,1,0.448,0.327,546,5,65.6,1,0.212,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-14,15,41.2,36.6,1983,0,2,1,0.597,0.546,491,21,59.4,1,0.214,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-15,12,54.6,59.6,2083,0,7,1,0.606,0.201,462,13,61.6,1,0.22,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-16,6,83.5,87.0,1265,1,5,1,0.658,0.564,435,8,72.3,1,0.434,0,0,transactional,0
q0007,shap values explained,https://example0007.com/page-17,9,36.2,35.8,1417,0,0,1,0.616,0.537,510,10,59.5,1,0.173,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-18,20,44.0,40.5,270,1,5,0,0.323,0.17,571,2,54.7,1,0.149,0,0,informational,0
q0007,shap values explained,https://example0007.com/page-19,14,58.7,59.9,1320,0,2,0,0.386,0.411,496,12,67.6,1,0.263,0,0,transactional,0
q0008,local seo for small business,https://example0008.com/page-0,21,37.1,40.9,1807,1,2,1,0.375,0.55,174,7,68.5,1,0.246,0,0,commercial,0
q0008,local seo for small business,https://example0008.com/page-1,18,27.3,27.8,1759,1,1,0,0.329,0.383,171,8,32.0,1,0.101,0,0,informational,0
q0008,local seo for small business,https://example0008.com/page-2,6,66.4,78.3,1689,0,1,1,0.707,0.746,137,8,46.0,1,0.329,0,0,commercial,0
q0008,local seo for small business,https://example0008.com/page-3,14,51.5,52.4,1579,1,2,1,0.622,0.725,168,4,57.3,1,0.432,0,0,informational,0
q0008,local seo for small business,https://example0008.com/page-4,4,63.5,61.1,2431,1,4,1,0.57,0.829,133,10,59.2,1,0.303,0,0,informational,0
q0008,local seo for small business,https://example0008.com/page-5,12,56.6,49.9,1010,1,4,0,0.496,0.521,171,4,42.5,1,0.221,0,0,informational,0
q0008,local seo for small business,https://example0008.com/page-6,4,73.5,79.1,1357,1,2,0,0.523,0.506,139,12,87.2,1,0.33,0,0,commercial,0
q0008,local seo for small business,https://example0008.com/page-7,15,54.6,64.5,1439,1,0,0,0.385,0.612,178,4,60.9,1,0.276,0,0,commercial,0
q0008,local seo for small business,https://example0008.com/page-8,7,59.9,59.5,1870,0,2,0,0.501,0.646,150,7,67.7,1,0.277,0,0,commercial,0
q0008,local seo for small business,https://example0008.com/page-9,4,51.4,61.9,1148,1,3,1,0.668,0.62,148,10,54.1,1,0.253,0,0,transactional,0
q0008,local seo for small business,https://example0008.com/page-10,18,59.6,43.9,1305,0,0,0,0.352,0.352,177,7,66.2,1,0.173,0,1,commercial,0
q0008,local seo for small business,https://example0008.com/page-11,16,55.7,55.3,1381,0,2,0,0.603,0.633,168,9,54.4,1,0.196,0,0,commercial,0
q0008,local seo for small business,https://example0008.com/page-12,19,71.2,70.9,220,1,5,0,0.515,0.569,157,4,57.4,1,0.323,0,0,informational,0
q0008,local seo for small business,https://example0008.com/page-13,8,72.9,67.0,1482,1,8,0,0.502,0.298,151,4,69.2,1,0.328,0,0,transactional,0
q0008,local seo for small business,https://example0008.com/page-14,11,49.0,68.1,1579,0,0,0,0.463,0.231,145,7,43.3,1,0.201,0,0,commercial,0
q0008,local seo for small business,https://example0008.com/page-15,17,37.2,36.7,1316,0,2,0,0.498,0.365,170,3,77.7,1,0.185,0,0,transactional,0
q0008,local seo for small business,https://example0008.com/page-16,10,53.7,50.5,2450,0,1,0,0.68,0.535,152,9,63.9,1,0.27,1,0,informational,0
q0008,local seo for small business,https://example0008.com/page-17,13,51.6,51.8,904,1,2,1,0.624,0.527,149,8,77.6,1,0.328,0,0,informational,0
q0008,local seo for small business,https://example0008.com/page-18,13,74.8,58.8,1172,1,3,1,0.878,0.973,145,12,49.9,1,0.341,0,0,commercial,1
q0008,local seo for small business,https://example0008.com/page-19,10,71.9,65.8,150,1,3,0,0.805,0.78,141,10,52.4,1,0.37,0,0,informational,1
q0008,local seo for small business,https://example0008.com/page-20,15,65.9,73.8,1085,1,0,0,0.41,0.439,174,5,44.0,1,0.27,1,0,informational,0
q0008,local seo for small business,https://example0008.com/page-21,7,73.4,68.4,1495,1,5,0,0.608,0.424,139,8,66.9,1,0.39,0,0,transactional,0
q0008,local seo for small business,https://example0008.com/page-22,1,82.8,76.2,1689,1,5,1,0.848,0.779,113,8,69.0,1,0.411,0,0,informational,1
q0008,local seo for small business,https://example0008.com/page-23,16,61.2,71.7,1906,0,0,0,0.272,0.36,187,4,50.1,1,0.364,0,0,informational,0
q0009,what is a service area business,https://example0009.com/page-0,18,42.8,49.8,2057,0,1,0,0.505,0.451,481,7,65.7,1,0.213,0,0,commercial,0
q0009,what is a service area business,https://example0009.com/page-1,14,100.0,99.8,885,1,2,1,0.585,0.629,380,8,74.4,1,0.444,0,0,informational,0
q0009,what is a service area business,https://example0009.com/page-2,13,59.8,59.5,2335,1,1,0,0.432,0.456,494,5,55.5,1,0.274,0,0,informational,0
q0009,what is a service area business,https://example0009.com/page-3,1,60.0,53.4,1957,1,1,0,0.747,0.335,365,10,57.1,1,0.31,0,0,informational,1
q0009,what is a service area business,https://example0009.com/page-4,9,62.5,62.0,150,0,1,1,0.66,0.524,430,9,69.6,1,0.36,0,1,commercial,0
q0009,what is a service area business,https://example0009.com/page-5,4,81.4,75.3,1797,0,5,1,0.784,0.776,319,9,70.4,1,0.277,0,0,informational,1
q0009,what is a service area business,https://example0009.com/page-6,10,75.7,77.1,2055,0,4,0,0.736,0.683,414,15,45.6,1,0.269,0,0,informational,1
q0009,what is a service area business,https://example0009.com/page-7,7,95.8,93.9,1704,0,2,1,0.71,0.747,363,11,61.8,1,0.293,0,0,informational,0
q0009,what is a service area business,https://example0009.com/page-8,12,75.8,68.3,2218,1,3,0,0.772,0.942,378,10,63.8,1,0.423,1,0,commercial,1
q0009,what is a service area business,https://example0009.com/page-9,12,57.4,65.3,1115,1,0,1,0.527,0.479,424,8,56.0,1,0.3,0,0,commercial,0
q0009,what is a service area business,https://example0009.com/page-10,15,71.0,74.4,789,1,4,0,0.339,0.181,439,2,79.0,1,0.374,0,0,commercial,0
q0009,what is a service area business,https://example0009.com/page-11,16,36.8,33.2,1161,0,0,0,0.384,0.433,541,11,60.8,1,0.083,0,0,informational,0
q0009,what is a service area business,https://example0009.com/page-12,10,43.5,44.7,1464,1,2,0,0.573,0.524,474,5,75.6,1,0.367,0,0,transactional,0
q0009,what is a service area business,https://example0009.com/page-13,20,37.4,36.8,1296,0,3,1,0.589,0.565,457,10,63.2,1,0.151,0,0,commercial,0
q0009,what is a service area business,https://example0009.com/page-14,14,39.4,32.5,2233,0,0,0,0.565,0.522,460,7,60.9,1,0.221,0,1,commercial,0
q0009,what is a service area business,https://example0009.com/page-15,11,48.0,48.5,999,0,4,1,0.48,0.816,456,2,48.9,1,0.31,0,0,commercial,0
q0009,what is a service area business,https://example0009.com/page-16,11,43.0,38.1,1662,0,2,0,0.405,0.069,466,4,59.7,1,0.143,0,0,transactional,0
q0009,what is a service area business,https://example0009.com/page-17,15,54.1,46.5,1360,1,1,1,0.482,0.424,509,4,57.1,1,0.223,0,0,transactional,0
q0009,what is a service area business,https://example0009.com/page-18,3,59.5,46.5,915,1,4,0,0.762,0.761,362,13,49.4,1,0.302,1,0,informational,1
q0009,what is a service area business,https://example0009.com/page-19,7,22.1,19.2,742,1,6,0,0.468,0.351,449,3,54.1,0,0.367,0,0,informational,0
q0009,what is a service area business,https://example0009.com/page-20,9,42.6,47.1,1434,1,2,1,0.609,0.744,479,4,54.9,1,0.244,0,0,informational,0
q0009,what is a service area business,https://example0009.com/page-21,12,53.6,48.1,2711,1,0,0,0.423,0.545,453,6,65.3,1,0.393,0,0,commercial,0
q0009,what is a service area business,https://example0009.com/page-22,12,49.4,69.5,1809,0,1,0,0.425,0.418,469,4,64.9,1,0.344,0,0,commercial,0
q0009,what is a service area business,https://example0009.com/page-23,21,69.2,76.3,300,1,2,0,0.621,0.581,505,4,50.3,1,0.356,0,0,informational,0
q0009,what is a service area business,https://example0009.com/page-24,18,43.4,53.8,150,0,1,0,0.526,0.509,506,9,62.8,1,0.144,0,0,informational,0
q0010,google business profile optimization,https://example0010.com/page-0,19,60.4,62.4,2422,1,4,0,0.571,0.566,1313,5,73.2,1,0.281,0,1,informational,0
q0010,google business profile optimization,https://example0010.com/page-1,4,67.5,73.0,2421,1,6,1,0.801,0.716,862,12,49.4,1,0.28,0,0,informational,1
q0010,google business profile optimization,https://example0010.com/page-2,19,38.5,26.3,1516,0,3,0,0.447,0.492,1328,11,49.8,1,0.215,1,0,informational,0
q0010,google business profile optimization,https://example0010.com/page-3,14,65.6,60.4,1492,1,4,0,0.549,0.697,1183,11,55.6,1,0.466,0,0,commercial,0
q0010,google business profile optimization,https://example0010.com/page-4,14,68.6,61.9,1404,1,2,0,0.429,0.305,1002,4,59.8,1,0.298,0,0,transactional,0
q0010,google business profile optimization,https://example0010.com/page-5,8,77.7,77.8,1988,1,4,1,0.753,0.752,883,10,68.3,1,0.384,0,0,informational,1
q0010,google business profile optimization,https://example0010.com/page-6,4,81.2,94.3,2264,1,2,0,0.562,0.692,1041,6,80.9,1,0.535,0,0,informational,1
q0010,google business profile optimization,https://example0010.com/page-7,16,68.7,84.9,1521,1,2,1,0.39,0.1,1185,4,70.2,1,0.281,0,0,informational,0
